iso_639_3,source,category,hours,license_tier,license,source_type,who_transcribed,transcript_exists
guc,lingua_libre,transcribed,0.1006,,CC BY-SA 4.0,,no transcription – pre-set word,True
guj,lingua_libre,transcribed,0.0552,,CC BY-SA 4.0,,no transcription – pre-set word,True
hat,lingua_libre,transcribed,0.2015,,CC BY-SA 4.0,,no transcription – pre-set word,True
hau,lingua_libre,transcribed,0.1689,,CC BY-SA 4.0,,no transcription – pre-set word,True
hav,lingua_libre,transcribed,0.0388,,CC BY-SA 4.0,,no transcription – pre-set word,True
haw,lingua_libre,transcribed,0.0079,,CC BY-SA 4.0,,no transcription – pre-set word,True
heb,lingua_libre,transcribed,1.1157,,CC BY-SA 4.0,,no transcription – pre-set word,True
hin,lingua_libre,transcribed,1.2072,,CC BY-SA 4.0,,no transcription – pre-set word,True
hji,lingua_libre,transcribed,0.019,,CC BY-SA 4.0,,no transcription – pre-set word,True
hoc,lingua_libre,transcribed,0.009,,CC BY-SA 4.0,,no transcription – pre-set word,True
hrv,lingua_libre,transcribed,0.0004,,CC BY-SA 4.0,,no transcription – pre-set word,True
hun,lingua_libre,transcribed,0.0807,,CC BY-SA 4.0,,no transcription – pre-set word,True
hye,lingua_libre,transcribed,1.032,,CC BY-SA 4.0,,no transcription – pre-set word,True
iba,lingua_libre,transcribed,0.059,,CC BY-SA 4.0,,no transcription – pre-set word,True
ibb,lingua_libre,transcribed,0.0159,,CC BY-SA 4.0,,no transcription – pre-set word,True
ibo,lingua_libre,transcribed,3.4712,,CC BY-SA 4.0,,no transcription – pre-set word,True
idu,lingua_libre,transcribed,0.0164,,CC BY-SA 4.0,,no transcription – pre-set word,True
ikw,lingua_libre,transcribed,0.0012,,CC BY-SA 4.0,,no transcription – pre-set word,True
ile,lingua_libre,transcribed,0.0007,,CC BY-SA 4.0,,no transcription – pre-set word,True
ind,lingua_libre,transcribed,2.2954,,CC BY-SA 4.0,,no transcription – pre-set word,True
inl,lingua_libre,transcribed,0.0217,,CC BY-SA 4.0,,no transcription – pre-set word,True
isl,lingua_libre,transcribed,0.125,,CC BY-SA 4.0,,no transcription – pre-set word,True
ita,lingua_libre,transcribed,4.5758,,CC BY-SA 4.0,,no transcription – pre-set word,True
jab,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
jav,lingua_libre,transcribed,0.9612,,CC BY-SA 4.0,,no transcription – pre-set word,True
jax,lingua_libre,transcribed,0.4777,,CC BY-SA 4.0,,no transcription – pre-set word,True
jbo,lingua_libre,transcribed,0.049,,CC BY-SA 4.0,,no transcription – pre-set word,True
jpn,lingua_libre,transcribed,0.3375,,CC BY-SA 4.0,,no transcription – pre-set word,True
jud,lingua_libre,transcribed,0.0061,,CC BY-SA 4.0,,no transcription – pre-set word,True
kaa,lingua_libre,transcribed,2.9778,,CC BY-SA 4.0,,no transcription – pre-set word,True
kab,lingua_libre,transcribed,0.0087,,CC BY-SA 4.0,,no transcription – pre-set word,True
kaj,lingua_libre,transcribed,0.0174,,CC BY-SA 4.0,,no transcription – pre-set word,True
kan,lingua_libre,transcribed,0.405,,CC BY-SA 4.0,,no transcription – pre-set word,True
kaq,lingua_libre,transcribed,0.0011,,CC BY-SA 4.0,,no transcription – pre-set word,True
kas,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
kat,lingua_libre,transcribed,0.3784,,CC BY-SA 4.0,,no transcription – pre-set word,True
kaz,lingua_libre,transcribed,0.0327,,CC BY-SA 4.0,,no transcription – pre-set word,True
kbp,lingua_libre,transcribed,0.0018,,CC BY-SA 4.0,,no transcription – pre-set word,True
kcg,lingua_libre,transcribed,0.0455,,CC BY-SA 4.0,,no transcription – pre-set word,True
kea,lingua_libre,transcribed,0.0076,,CC BY-SA 4.0,,no transcription – pre-set word,True
ken,lingua_libre,transcribed,0.2949,,CC BY-SA 4.0,,no transcription – pre-set word,True
khm,lingua_libre,transcribed,0.0043,,CC BY-SA 4.0,,no transcription – pre-set word,True
kik,lingua_libre,transcribed,0.0181,,CC BY-SA 4.0,,no transcription – pre-set word,True
kin,lingua_libre,transcribed,0.4343,,CC BY-SA 4.0,,no transcription – pre-set word,True
kir,lingua_libre,transcribed,0.331,,CC BY-SA 4.0,,no transcription – pre-set word,True
kjc,lingua_libre,transcribed,0.0579,,CC BY-SA 4.0,,no transcription – pre-set word,True
kmr,lingua_libre,transcribed,1.1657,,CC BY-SA 4.0,,no transcription – pre-set word,True
knl,lingua_libre,transcribed,0.0276,,CC BY-SA 4.0,,no transcription – pre-set word,True
kns,lingua_libre,transcribed,0.0471,,CC BY-SA 4.0,,no transcription – pre-set word,True
knx,lingua_libre,transcribed,0.0021,,CC BY-SA 4.0,,no transcription – pre-set word,True
kok,lingua_libre,transcribed,0.14,,CC BY-SA 4.0,,no transcription – pre-set word,True
kom,lingua_libre,transcribed,0.0008,,CC BY-SA 4.0,,no transcription – pre-set word,True
kor,lingua_libre,transcribed,0.3008,,CC BY-SA 4.0,,no transcription – pre-set word,True
krc,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
kur,lingua_libre,transcribed,0.1704,,CC BY-SA 4.0,,no transcription – pre-set word,True
kvb,lingua_libre,transcribed,0.3689,,CC BY-SA 4.0,,no transcription – pre-set word,True
kvr,lingua_libre,transcribed,0.0215,,CC BY-SA 4.0,,no transcription – pre-set word,True
kzc,lingua_libre,transcribed,0.0002,,CC BY-SA 4.0,,no transcription – pre-set word,True
kzp,lingua_libre,transcribed,0.0119,,CC BY-SA 4.0,,no transcription – pre-set word,True
lao,lingua_libre,transcribed,0.0035,,CC BY-SA 4.0,,no transcription – pre-set word,True
lat,lingua_libre,transcribed,0.0852,,CC BY-SA 4.0,,no transcription – pre-set word,True
lav,lingua_libre,transcribed,0.0332,,CC BY-SA 4.0,,no transcription – pre-set word,True
lbw,lingua_libre,transcribed,0.0012,,CC BY-SA 4.0,,no transcription – pre-set word,True
lbx,lingua_libre,transcribed,0.1137,,CC BY-SA 4.0,,no transcription – pre-set word,True
ldn,lingua_libre,transcribed,0.0894,,CC BY-SA 4.0,,no transcription – pre-set word,True
lew,lingua_libre,transcribed,0.0143,,CC BY-SA 4.0,,no transcription – pre-set word,True
lim,lingua_libre,transcribed,0.0414,,CC BY-SA 4.0,,no transcription – pre-set word,True
lin,lingua_libre,transcribed,0.0526,,CC BY-SA 4.0,,no transcription – pre-set word,True
lis,lingua_libre,transcribed,0.0004,,CC BY-SA 4.0,,no transcription – pre-set word,True
lit,lingua_libre,transcribed,0.0052,,CC BY-SA 4.0,,no transcription – pre-set word,True
ljl,lingua_libre,transcribed,0.014,,CC BY-SA 4.0,,no transcription – pre-set word,True
ljp,lingua_libre,transcribed,0.3606,,CC BY-SA 4.0,,no transcription – pre-set word,True
ltz,lingua_libre,transcribed,0.2841,,CC BY-SA 4.0,,no transcription – pre-set word,True
lua,lingua_libre,transcribed,0.0115,,CC BY-SA 4.0,,no transcription – pre-set word,True
lzz,lingua_libre,transcribed,0.0055,,CC BY-SA 4.0,,no transcription – pre-set word,True
mad,lingua_libre,transcribed,2.7492,,CC BY-SA 4.0,,no transcription – pre-set word,True
mai,lingua_libre,transcribed,0.0008,,CC BY-SA 4.0,,no transcription – pre-set word,True
mak,lingua_libre,transcribed,0.2114,,CC BY-SA 4.0,,no transcription – pre-set word,True
mal,lingua_libre,transcribed,20.5658,,CC BY-SA 4.0,,no transcription – pre-set word,True
mar,lingua_libre,transcribed,7.188,,CC BY-SA 4.0,,no transcription – pre-set word,True
mcn,lingua_libre,transcribed,0.0574,,CC BY-SA 4.0,,no transcription – pre-set word,True
mey,lingua_libre,transcribed,0.0027,,CC BY-SA 4.0,,no transcription – pre-set word,True
mfa,lingua_libre,transcribed,0.0018,,CC BY-SA 4.0,,no transcription – pre-set word,True
mfn,lingua_libre,transcribed,0.0017,,CC BY-SA 4.0,,no transcription – pre-set word,True
mhk,lingua_libre,transcribed,0.0243,,CC BY-SA 4.0,,no transcription – pre-set word,True
mhy,lingua_libre,transcribed,0.0191,,CC BY-SA 4.0,,no transcription – pre-set word,True
min,lingua_libre,transcribed,2.0642,,CC BY-SA 4.0,,no transcription – pre-set word,True
mkd,lingua_libre,transcribed,0.6701,,CC BY-SA 4.0,,no transcription – pre-set word,True
mlg,lingua_libre,transcribed,1.4479,,CC BY-SA 4.0,,no transcription – pre-set word,True
mlt,lingua_libre,transcribed,0.2318,,CC BY-SA 4.0,,no transcription – pre-set word,True
mni,lingua_libre,transcribed,0.0005,,CC BY-SA 4.0,,no transcription – pre-set word,True
mnq,lingua_libre,transcribed,0.0419,,CC BY-SA 4.0,,no transcription – pre-set word,True
mnw,lingua_libre,transcribed,0.7449,,CC BY-SA 4.0,,no transcription – pre-set word,True
mon,lingua_libre,transcribed,0.0046,,CC BY-SA 4.0,,no transcription – pre-set word,True
mos,lingua_libre,transcribed,0.1506,,CC BY-SA 4.0,,no transcription – pre-set word,True
mqg,lingua_libre,transcribed,0.4867,,CC BY-SA 4.0,,no transcription – pre-set word,True
mrh,lingua_libre,transcribed,0.0014,,CC BY-SA 4.0,,no transcription – pre-set word,True
mri,lingua_libre,transcribed,0.0062,,CC BY-SA 4.0,,no transcription – pre-set word,True
msa,lingua_libre,transcribed,0.7387,,CC BY-SA 4.0,,no transcription – pre-set word,True
mua,lingua_libre,transcribed,0.0132,,CC BY-SA 4.0,,no transcription – pre-set word,True
mui,lingua_libre,transcribed,0.1076,,CC BY-SA 4.0,,no transcription – pre-set word,True
mwl,lingua_libre,transcribed,0.0445,,CC BY-SA 4.0,,no transcription – pre-set word,True
mwv,lingua_libre,transcribed,0.0076,,CC BY-SA 4.0,,no transcription – pre-set word,True
mya,lingua_libre,transcribed,0.2281,,CC BY-SA 4.0,,no transcription – pre-set word,True
myv,lingua_libre,transcribed,0.0051,,CC BY-SA 4.0,,no transcription – pre-set word,True
nap,lingua_libre,transcribed,0.0005,,CC BY-SA 4.0,,no transcription – pre-set word,True
nep,lingua_libre,transcribed,0.0698,,CC BY-SA 4.0,,no transcription – pre-set word,True
nia,lingua_libre,transcribed,0.5147,,CC BY-SA 4.0,,no transcription – pre-set word,True
nij,lingua_libre,transcribed,0.0911,,CC BY-SA 4.0,,no transcription – pre-set word,True
nio,lingua_libre,transcribed,0.003,,CC BY-SA 4.0,,no transcription – pre-set word,True
nld,lingua_libre,transcribed,0.6441,,CC BY-SA 4.0,,no transcription – pre-set word,True
nob,lingua_libre,transcribed,0.0092,,CC BY-SA 4.0,,no transcription – pre-set word,True
nor,lingua_libre,transcribed,1.6445,,CC BY-SA 4.0,,no transcription – pre-set word,True
nso,lingua_libre,transcribed,0.0209,,CC BY-SA 4.0,,no transcription – pre-set word,True
oci,lingua_libre,transcribed,5.6024,,CC BY-SA 4.0,,no transcription – pre-set word,True
ory,lingua_libre,transcribed,48.6736,,CC BY-SA 4.0,,no transcription – pre-set word,True
osi,lingua_libre,transcribed,0.6868,,CC BY-SA 4.0,,no transcription – pre-set word,True
pan,lingua_libre,transcribed,1.9283,,CC BY-SA 4.0,,no transcription – pre-set word,True
pcd,lingua_libre,transcribed,0.0568,,CC BY-SA 4.0,,no transcription – pre-set word,True
pck,lingua_libre,transcribed,0.0025,,CC BY-SA 4.0,,no transcription – pre-set word,True
pcm,lingua_libre,transcribed,0.0224,,CC BY-SA 4.0,,no transcription – pre-set word,True
pel,lingua_libre,transcribed,0.0062,,CC BY-SA 4.0,,no transcription – pre-set word,True
pey,lingua_libre,transcribed,0.0265,,CC BY-SA 4.0,,no transcription – pre-set word,True
pgu,lingua_libre,transcribed,0.1443,,CC BY-SA 4.0,,no transcription – pre-set word,True
pli,lingua_libre,transcribed,0.1248,,CC BY-SA 4.0,,no transcription – pre-set word,True
pln,lingua_libre,transcribed,0.0036,,CC BY-SA 4.0,,no transcription – pre-set word,True
pmy,lingua_libre,transcribed,0.0196,,CC BY-SA 4.0,,no transcription – pre-set word,True
pol,lingua_libre,transcribed,36.5867,,CC BY-SA 4.0,,no transcription – pre-set word,True
por,lingua_libre,transcribed,3.0568,,CC BY-SA 4.0,,no transcription – pre-set word,True
pov,lingua_libre,transcribed,0.0008,,CC BY-SA 4.0,,no transcription – pre-set word,True
ppl,lingua_libre,transcribed,1.0513,,CC BY-SA 4.0,,no transcription – pre-set word,True
pro,lingua_libre,transcribed,0.0105,,CC BY-SA 4.0,,no transcription – pre-set word,True
pse,lingua_libre,transcribed,0.2462,,CC BY-SA 4.0,,no transcription – pre-set word,True
puj,lingua_libre,transcribed,0.2631,,CC BY-SA 4.0,,no transcription – pre-set word,True
pus,lingua_libre,transcribed,0.0204,,CC BY-SA 4.0,,no transcription – pre-set word,True
pwn,lingua_libre,transcribed,0.1202,,CC BY-SA 4.0,,no transcription – pre-set word,True
que,lingua_libre,transcribed,1.6109,,CC BY-SA 4.0,,no transcription – pre-set word,True
quh,lingua_libre,transcribed,0.2454,,CC BY-SA 4.0,,no transcription – pre-set word,True
quy,lingua_libre,transcribed,0.0014,,CC BY-SA 4.0,,no transcription – pre-set word,True
quz,lingua_libre,transcribed,0.0122,,CC BY-SA 4.0,,no transcription – pre-set word,True
qwh,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
qxp,lingua_libre,transcribed,0.3518,,CC BY-SA 4.0,,no transcription – pre-set word,True
rap,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
rcf,lingua_libre,transcribed,0.0051,,CC BY-SA 4.0,,no transcription – pre-set word,True
rej,lingua_libre,transcribed,0.0459,,CC BY-SA 4.0,,no transcription – pre-set word,True
rgn,lingua_libre,transcribed,0.0027,,CC BY-SA 4.0,,no transcription – pre-set word,True
ron,lingua_libre,transcribed,7.8414,,CC BY-SA 4.0,,no transcription – pre-set word,True
run,lingua_libre,transcribed,0.0017,,CC BY-SA 4.0,,no transcription – pre-set word,True
rup,lingua_libre,transcribed,0.1095,,CC BY-SA 4.0,,no transcription – pre-set word,True
rus,lingua_libre,transcribed,13.6914,,CC BY-SA 4.0,,no transcription – pre-set word,True
san,lingua_libre,transcribed,0.0351,,CC BY-SA 4.0,,no transcription – pre-set word,True
sas,lingua_libre,transcribed,0.2972,,CC BY-SA 4.0,,no transcription – pre-set word,True
sat,lingua_libre,transcribed,0.3244,,CC BY-SA 4.0,,no transcription – pre-set word,True
sba,lingua_libre,transcribed,0.0614,,CC BY-SA 4.0,,no transcription – pre-set word,True
scn,lingua_libre,transcribed,9.3184,,CC BY-SA 4.0,,no transcription – pre-set word,True
sco,lingua_libre,transcribed,0.0015,,CC BY-SA 4.0,,no transcription – pre-set word,True
sda,lingua_libre,transcribed,0.003,,CC BY-SA 4.0,,no transcription – pre-set word,True
sdh,lingua_libre,transcribed,0.0011,,CC BY-SA 4.0,,no transcription – pre-set word,True
ses,lingua_libre,transcribed,0.0048,,CC BY-SA 4.0,,no transcription – pre-set word,True
shi,lingua_libre,transcribed,0.0146,,CC BY-SA 4.0,,no transcription – pre-set word,True
shn,lingua_libre,transcribed,0.0066,,CC BY-SA 4.0,,no transcription – pre-set word,True
shu,lingua_libre,transcribed,0.0169,,CC BY-SA 4.0,,no transcription – pre-set word,True
shy,lingua_libre,transcribed,0.5283,,CC BY-SA 4.0,,no transcription – pre-set word,True
slk,lingua_libre,transcribed,0.2257,,CC BY-SA 4.0,,no transcription – pre-set word,True
slv,lingua_libre,transcribed,0.0356,,CC BY-SA 4.0,,no transcription – pre-set word,True
smo,lingua_libre,transcribed,0.0017,,CC BY-SA 4.0,,no transcription – pre-set word,True
smw,lingua_libre,transcribed,0.005,,CC BY-SA 4.0,,no transcription – pre-set word,True
som,lingua_libre,transcribed,2.6055,,CC BY-SA 4.0,,no transcription – pre-set word,True
spa,lingua_libre,transcribed,6.8662,,CC BY-SA 4.0,,no transcription – pre-set word,True
spv,lingua_libre,transcribed,0.0012,,CC BY-SA 4.0,,no transcription – pre-set word,True
sqi,lingua_libre,transcribed,0.0294,,CC BY-SA 4.0,,no transcription – pre-set word,True
srp,lingua_libre,transcribed,0.0261,,CC BY-SA 4.0,,no transcription – pre-set word,True
srr,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
sru,lingua_libre,transcribed,0.1321,,CC BY-SA 4.0,,no transcription – pre-set word,True
sun,lingua_libre,transcribed,1.0283,,CC BY-SA 4.0,,no transcription – pre-set word,True
swa,lingua_libre,transcribed,0.0344,,CC BY-SA 4.0,,no transcription – pre-set word,True
swe,lingua_libre,transcribed,4.0175,,CC BY-SA 4.0,,no transcription – pre-set word,True
sxu,lingua_libre,transcribed,0.0053,,CC BY-SA 4.0,,no transcription – pre-set word,True
szl,lingua_libre,transcribed,0.6857,,CC BY-SA 4.0,,no transcription – pre-set word,True
tam,lingua_libre,transcribed,2.2778,,CC BY-SA 4.0,,no transcription – pre-set word,True
tat,lingua_libre,transcribed,0.1162,,CC BY-SA 4.0,,no transcription – pre-set word,True
tay,lingua_libre,transcribed,0.0014,,CC BY-SA 4.0,,no transcription – pre-set word,True
tby,lingua_libre,transcribed,0.0002,,CC BY-SA 4.0,,no transcription – pre-set word,True
tel,lingua_libre,transcribed,39.6718,,CC BY-SA 4.0,,no transcription – pre-set word,True
tes,lingua_libre,transcribed,0.0813,,CC BY-SA 4.0,,no transcription – pre-set word,True
tet,lingua_libre,transcribed,0.0034,,CC BY-SA 4.0,,no transcription – pre-set word,True
tgk,lingua_libre,transcribed,0.9766,,CC BY-SA 4.0,,no transcription – pre-set word,True
tgl,lingua_libre,transcribed,0.309,,CC BY-SA 4.0,,no transcription – pre-set word,True
tha,lingua_libre,transcribed,0.1299,,CC BY-SA 4.0,,no transcription – pre-set word,True
tkl,lingua_libre,transcribed,0.0003,,CC BY-SA 4.0,,no transcription – pre-set word,True
tly,lingua_libre,transcribed,0.0009,,CC BY-SA 4.0,,no transcription – pre-set word,True
tmw,lingua_libre,transcribed,0.0719,,CC BY-SA 4.0,,no transcription – pre-set word,True
tok,lingua_libre,transcribed,0.2662,,CC BY-SA 4.0,,no transcription – pre-set word,True
tss,lingua_libre,transcribed,0.0006,,CC BY-SA 4.0,,no transcription – pre-set word,True
tui,lingua_libre,transcribed,0.0085,,CC BY-SA 4.0,,no transcription – pre-set word,True
tuj,lingua_libre,transcribed,0.0742,,CC BY-SA 4.0,,no transcription – pre-set word,True
tur,lingua_libre,transcribed,1.7868,,CC BY-SA 4.0,,no transcription – pre-set word,True
twi,lingua_libre,transcribed,0.0029,,CC BY-SA 4.0,,no transcription – pre-set word,True
txg,lingua_libre,transcribed,0.108,,CC BY-SA 4.0,,no transcription – pre-set word,True
ukr,lingua_libre,transcribed,10.9497,,CC BY-SA 4.0,,no transcription – pre-set word,True
urd,lingua_libre,transcribed,0.1547,,CC BY-SA 4.0,,no transcription – pre-set word,True
urh,lingua_libre,transcribed,0.0092,,CC BY-SA 4.0,,no transcription – pre-set word,True
uzb,lingua_libre,transcribed,0.1003,,CC BY-SA 4.0,,no transcription – pre-set word,True
vie,lingua_libre,transcribed,0.9072,,CC BY-SA 4.0,,no transcription – pre-set word,True
vkk,lingua_libre,transcribed,0.0086,,CC BY-SA 4.0,,no transcription – pre-set word,True
vkt,lingua_libre,transcribed,0.001,,CC BY-SA 4.0,,no transcription – pre-set word,True
vls,lingua_libre,transcribed,0.0005,,CC BY-SA 4.0,,no transcription – pre-set word,True
wln,lingua_libre,transcribed,0.0026,,CC BY-SA 4.0,,no transcription – pre-set word,True
wls,lingua_libre,transcribed,0.0071,,CC BY-SA 4.0,,no transcription – pre-set word,True
wmm,lingua_libre,transcribed,0.0069,,CC BY-SA 4.0,,no transcription – pre-set word,True
wol,lingua_libre,transcribed,0.0189,,CC BY-SA 4.0,,no transcription – pre-set word,True
xmm,lingua_libre,transcribed,0.0308,,CC BY-SA 4.0,,no transcription – pre-set word,True
ybb,lingua_libre,transcribed,0.1288,,CC BY-SA 4.0,,no transcription – pre-set word,True
yid,lingua_libre,transcribed,0.0007,,CC BY-SA 4.0,,no transcription – pre-set word,True
yor,lingua_libre,transcribed,0.5191,,CC BY-SA 4.0,,no transcription – pre-set word,True
zgh,lingua_libre,transcribed,0.0205,,CC BY-SA 4.0,,no transcription – pre-set word,True
zho,lingua_libre,transcribed,0.0009,,CC BY-SA 4.0,,no transcription – pre-set word,True
zmi,lingua_libre,transcribed,0.0101,,CC BY-SA 4.0,,no transcription – pre-set word,True
zza,lingua_libre,transcribed,0.021,,CC BY-SA 4.0,,no transcription – pre-set word,True
